,Emotion,Phase,sentiment
1912,guilt,A situation where I stole a friends wife's wallet.,0.0
1913,joy,"Winning a tight tennis match. One set to play, and the team was  
behind by 3 games. We won the last set 6-2 and won the match by a  
game.",-0.09571428571428572
1914,fear,"When at school, I threw a duster at another child and hit him in  
the head. The blow caused a flesh wound and I was afraid of what  
would happen to me when the teacher found out the circumstances.",-0.6
1915,anger,"Finding that a subordinate at work was still not willing to  
cooperate after discussions to try and resolve an attitude  
problem.",-0.125
1916,sadness,Death of the family dog.,0.0
1917,disgust,"We had friends to dinner and one of them threw a beer bottle in  
the air, and it bounced on an expensive table and damaged the  
table .The person did not apologise.",-0.5
1918,shame,"After making a joke about a friend's marriage that was too  
personal.",0.0
1919,guilt,"Carried out a vandalistic act on some windows at an old army  
location.",0.1
1920,joy,"Arriving in New Zealand as a teenager - first overseas trip -  
something ""exhilarating"" about the change of scenery etc.",0.3621212121212121
1921,fear,"As a child (i.e. 5-7) hiking in reasonably rugged bush and  
becoming lost for a duration of 5-7 hours.",0.325
1922,anger,"Following an argument with my brother, he broke my golf clubs.",0.0
1923,sadness,"Leaving the house myself and a female friend had shared for 6-8  
months because of the friendship which developed and our approach  
to each other in occasional instances of several personal crises.",-0.004166666666666666
1924,disgust,"Discovering a good friend had lied to me, resulting in a  
detrimental relationship with another person.",0.7
1925,shame,"No specific instances - perhaps having lied as a child resulting  
in someone else being blamed for the event.",0.0
1926,guilt,"Leaving University in 1982 following exclusion and lying to  
parents/friends about reasons for leaving, i.e. lying about the  
fact of having been excluded.",0.0
1927,joy,"Going to a friend's wedding and seeing many of my old friends  
whom I had known before I moved to a new district five years  
previously.",0.14242424242424243
1928,fear,"Car accident. Travelling as a passenger along narrow bitumen road  
at night - trying to overtake semi-trailer. The truck pulled over  
onto our side and we hit the wet dirt, swerved back into the  
truck, back onto the verge, over a guide post and into a ditch.",-0.07500000000000001
1929,anger,"At school when I had a shouting argument with a friend over my  
ability to carry out a particular duty in the correct way without  
harming her.",0.16666666666666666
1930,sadness,"Looking up end-of-semester results, and finding I'd failed three  
out of seven (subjects).",-0.5
1931,disgust,"When I found out some family friends were embezzelling the  
company they worked for - using company petrol and food supplies  
and claiming furniture and crockery.",0.0
1932,shame,"When my best friend foud out I'd been lying about something I'd  
been doing behind her back.",0.19999999999999998
1933,guilt,"After having told an authority figure a very large lie I was told  
she believed me, because she believed I had never lied to her. ",0.2785714285714286
1934,joy,"After being away on a holiday for 2 months, a friend, who lived  
interstate, had remembered when I'd get back and phoned to  
welcome me home on the night of my arrival.",0.4
1935,fear,Walking along with a dog barking at you and following you.,0.0
1936,anger,"Doing a group assignment and being left to do all the work and  
take the blame for any mistakes.",0.0
1937,sadness,"After training for an Australian championship competition for a  
year and then injuring myself 2 weeks before the competiotion.",0.0
1938,disgust,Someone ruining someone's property just for the fun of it.,0.3
1939,shame,"A friend giving me an expensive Christmas gift while I gave her a  
cheap one.",-0.04999999999999999
1940,guilt,Talking about someone behind their back.,-0.2
1941,joy,"I was captain of the school swimming team. The team was only two  
points in front before the last relay. We won the relay, which I  
swam in, and thus my team won the championship.",0.0
1942,fear,"I was in about Grade 7, I came home from school one day and was told  
that my mother had skin cancer and would have to go to the hospital  
straight away.",0.2
1943,anger,"Brother provoked anger. It was when mother and father were away  
and we had to look after ourselves. He accused me of being  
selfish and a snob.",-0.6
1944,sadness,"Shifted from Melbourne to Brisbane. All my old school friends  
gave me a party and I had to say good-bye to them all.",0.1
1945,disgust,"Was picking up my father from work and on passing through the  
Valley watched three prostitutes walk up and down waiting for  
someone to pick them up. Clothing was disgusting.",-0.5777777777777778
1946,shame,"Had a very good friend. We grew apart I found myself running her  
down to other friends.",0.2098148148148148
1947,guilt,"Guilt after fighting with my sister (for) telling her how bad she  
was.",-0.6999999999999998
1948,joy,"When I won the ""Under 18"" Showjumping at the Brookfield Show. The  
competition was very stiff and there were many riders competing.",0.11071428571428571
1949,fear,"When I was on holiday, walking back to where I was staying, at  
night, and two men started closely following me. There was nobody  
around that I could run to.",0.0
1950,anger,"When my mother and father split up I was angry: I felt deprived  
and ""different"" from other children at school.",-0.20833333333333334
1951,sadness,"I was terribly upset when my kitten got hit by a car. He didn't  
die, but for several weeks we thought he might have to be put  
down.",-0.38518518518518524
1952,disgust,"When I heard that one of my good friends, when at a party, had  
got herself involved with some very undesirable characters and  
was experimenting with drugs.",0.44999999999999996
1953,shame,"When I hadn't studied for an exam, so I pretended to be sick so I  
wouldn't have to go to school. I lied to my mother - she realized  
I had been lying when she got home from work and found that I had  
been over to a friend's place.",-0.7142857142857143
1954,guilt,"When I was young, I stole some money from my mother's purse. It  
wasn't very much, but I can remember when she found it gone I  
felt very guilty.",-0.09666666666666668
1955,joy,"Day I received my T.E. score and acceptance into my chosen course.  
",0.0
1956,fear,First day at University (I didn't know what to expect).,0.25
1957,anger,"At a school dance when my supposed ""best friend"" kept walking  
away from me whenever I came near her.",0.55
1958,sadness,"At end of school - function to ""celebrate"" ? Leaving friends who  
I'd known for up to 12 years.",0.0
1959,disgust,"While watching a film of an experimental operation on a cat's  
brain in which the cat had metal pieces protruding from its eyes,  
mouth etc. to keep the head stable while being cut open.",0.05
1960,shame,"When my mother asked me to do a job for her which does not  
require much effort on my part, yet I refused for selfish reasons  
and saw her have to do it.",-0.15
1961,guilt,"After having been told not to take the car, I took it anyway and  
felt guilty about having taken it.",-0.5
1962,joy,"Eating biscuits and drinking Milo (Chocolate energy drink made  
with milk and usually drunk warm) with my friend at College. We  
get on really well, don't withold any feelings about each other's  
friends and are pretty good at cheering each other up when we are  
homesick.",0.14285714285714285
1963,fear,"Going to a disco by myself to wait for some friends. We had  
separated and hadn't planned where to meet. I wasn't sure if they  
were even going to this place so I felt very conscious of being  
alone.",0.315
1964,anger,"A person ignored my advice, did not pay any attention to what was  
saying. She acted as though I wasn't even there. We were doing  
group work so everybody had the right to speak yet she just  
ignored me. She made me feel insignificant.",0.2857142857142857
1965,sadness,"A friend of mine is having psychiatric problems because of his  
mother's death ages ago. He is really quiet and because it  
relates back to his childhood I feel sadness for him. He doesn't  
lead a normal life and it just seems unfair.",-0.0875
1966,disgust,"At school, when the only thing people my age could think of was getting  
rolling drunk. They couldn't have a good time without firstly  
getting drunk.",-0.010000000000000009
1967,shame,"A girl I was with yelled something out to this group of guys I  
knew. It sounded really childish.",-0.2
1968,guilt,"I didn't tell my parents exacly what had made me so late in  
getting home one night. I left out some details and somehow, I  
felt I had lied to them.",-0.15
1969,joy,"Getting a good mark for a subject I had worked hard at but  
expected only a moderate mark.",0.023611111111111107
1970,fear,"When cleaning up a pile of junk under our house, a huge spider (a  
""Jungle Spider"") ran out near me. (I do not like even small  
spiders).",0.08333333333333337
1971,anger,"At the hardware store, trying to convert Imperial to Metric  
measurements, I made a mistake, and didn't buy enough tiles for  
the bathroom. I was angry at myself, because I hope to be a Maths  
teacher.",-0.25
1972,sadness,My father died last year after an 8-week severe illness.,0.0
1973,disgust,"During the PY 102 film session on Tuesday, one of the films shown   
was of an experiment on a live cat involving strapping it into a  
machine for possibly days, and doing things to its brain.",0.06818181818181818
1974,shame,"Several years ago I was caught riding the train without a ticket.  
The station-mistress treated me like a criminal almost.",-0.2
1975,guilt,"I was walking quite quickly and unthinking through a children's  
playground, when a toddler ran in front of me I knocked him over  
and he hit his head quite hard and began crying.",-0.05277777777777779
1976,joy,"I got a good reaction from my tutor and tutorial group for a  
presentation I'd given that I was very worried about.",0.44999999999999996
1977,fear,"A man was yelling outside my window at 3.00 am, yelling threats,  
though not to me.",0.0
1978,anger,"Going away for the weekend, leaving my College room open - when I  
returned several friends had had a party there, leaving the mess.",-0.05833333333333333
1979,sadness,Passing away of my father.,0.0
1980,disgust,"At a party where the boys were telling revolting stories about  
the girls they'd been with.",0.0
1981,shame,Getting slightly intoxicated at the 1984 I.C.C. Ball.,-0.16666666666666666
1982,guilt,"I felt guilty about going out when I should have been studying  
for a presentation I had to give on Wednesday the next week.",-0.25
1983,joy,"When I received the results from my final examination - Higher  
School Certificate - and received a mark that was beyond my  
wildest expectations.",0.125
1984,fear,"Walking around the University at night by myself, having been  
previously warned of rapes, etc.",-0.16666666666666666
1985,anger,"When I received the mark well above requirements for the course I  
wanted to enter, yet I was not accepted - anger at the injustice  
of it, because I didn't receive early release of H.S.C. marks.",-0.19999999999999998
1986,sadness,"When I left all my friends at school (break up) knowing we would  
probably all go our separate ways, and none see one another for a  
long time.",-0.025
1987,disgust,"At my father, when he yelled and accused my sister's friend (over  
the phone) of doing something he didn't do, or know anything  
about.",0.0
1988,shame,"When I was little and didn't own up to placing a lolly on the  
varnish, this pulled it all off and I didn't admit my guilt.",0.20625
1989,guilt,"I felt guilty when I skipped a two hour practical class I knew I  
would miss out on more information which I did not know, but I  
couldn't cope with going.",0.0
1990,joy,Got through first semester University.,0.25
1991,fear,"At the tender age of eleven a friend and I left a party and  
proceeded to walk through dark and secluded streets of a bad  
neighborhood to find a telephone (recent spate of Horror Movie  
watching had occurred).",-0.21249999999999997
1992,anger,"In a situation whereby a friend's actions were deliberately  
against my wishes and (with) no regard to my feelings.",0.0
1993,sadness,"I broke up with my boyfriend of seven months, but it was a very  
""indepth"" relationship and so after feelings of grief and loss  
were over I felt an immense sadness.",-0.20000000000000004
1994,disgust,"A situation where I ignored my beliefs and principles for a trip  
of whimsy.",0.0
1995,shame,"I bacame involved with a boy for a very brief moment not because  
I liked him but because I needed some sort of company. The  
consequences weren't as I expected and caused me much shame.",0.175
1996,guilt,Ignoring my parents'wishes.,0.0
1997,joy,Getting back with my boyfriend after a year away - apart.,0.0
1998,fear,Having my luggage checked at Customs.,0.0
1999,anger,When a friend wouldn't speak to me and wouldn't tell me why.,0.0
2000,sadness,Thinking about friends overseas.,0.0
2001,disgust,Hearing of a filthy situation over the phone.,-0.8
2002,shame,Sending pictures home when I'd put on so much weight.,0.2
2003,guilt,Borrowed someone else's towel without asking.,0.0
2004,joy,"When I opened my TE Score envelope, and saw I got into  
Physiotherapy.",0.0
2005,fear,When I was bringing in the shopping and nearly stood on a snake.,0.1
2006,anger,"When I was accused of ""bitching"" about best friend.",1.0
2007,sadness,"At our Senior dinner - separated from school friends, nothing  
will ever be the same again.",0.0
2008,disgust,At a night club watching little tarts trying to earn a living.,-0.1875
2009,shame,"When I was little - Mum caught me telling a lie about who broke  
the cup.",-0.1875
2010,guilt,"When I used to tell Mum I was going somewhere else than where I  
was (going).",0.0
2011,joy,"When my brothers had passed all of their exams and were able to   
graduate from their courses.",0.5
2012,fear,When I was caught in an elevator and it got stuck between floors.,0.0
2013,anger,When I was put into a tennis team below my standard.,0.0
2014,sadness,When my father died.,0.0
2015,disgust,"When I have seen people very drunk and making fools of  
themselves.",-0.65
2016,shame,When my friends were rude to a girl. ,-0.3
2017,guilt,When I was rude to my mother and got angry with her.,-0.4
2018,joy,"When my present boyfriend asked me initially to go out with him I  
had waited a long time for this to occur.",-0.016666666666666666
2019,fear,"When somebody broke into our home one night when my mother was  
out, and my sister and I had just gone to bed.",0.0
2020,anger,"When my sister lost my favourite jumper at a party and failed to  
tell me for several days after it happened.",-0.25
2021,sadness,"When my father passed away of cancer, I was extremely saddened.  
He was not very old, which made matters worse. The actual death  
was horrendous, but the moving funeral saddened me more so.",-0.012692307692307692
2022,disgust,"When walking along the beach with my boyfriend, we saw 2 people  
having sex on the sand dunes in full view of everyone. It was the  
fact that they chose that area in which to have sex, that  
disgusted me.",-0.325
2023,shame,"When I told my sister I had slept with my boyfriend, and she at  
first was mad at me I then felt shame for this act, but not  
guilt.",-0.1875
2024,disgust,"I stayed at the Coast for a weekend with friends. My brother came  
to drive me home, but was rude, and in a hurry to rejoin his  
friends. I was embarrassed because the family involved was  
extremely nice, and hospitable to him.",0.15
2025,shame,"I allowed my then boyfriend to touch me, if only briefly.",0.0
2026,guilt,"I ate 12 biscuits one night after tea while watching TV - I don't  
know why.",0.0
2027,joy,"When I saw my brother in Church, and publically accept Jesus  
Christ as his saviour and Lord.",0.0
2028,fear,"I was seven years old and swimming outside the flags at the Gold  
Coast. I was caught in a rip and taken out about 100 m. I  
couldn't swim too well, but an older friend (17) swam out and  
saved me.",0.08888888888888889
2029,anger,"While at school I had to write an essay for doing something wrong  
that I didn't do. I wrote the essay about how I was mistreated and  
got Saturday morning detention along with a few other kids, but  
they didn't show up.",-0.27499999999999997
2030,sadness,When one of my closest friends died unexpectantly.,0.0
2031,disgust,"When I saw a male engineer one year and came back to find he was  
now a female (I don't know it/them personally).",0.0
2032,shame,"When Dad went to a Sports Day and was the only parent there, and  
he was cheering for us.",0.0
2033,guilt,"We owned a shop and I used to serve in it occasionally. We  
sometimes took lollies out of the stand and Dad caught me one  
day.",0.0
2034,joy,"On holidays - just driving along a road beautiful scenery. Just  
with my boyfriend - not really talking but just feeling  
overwhelmed.",0.375
2035,shame,Lying to a friend about something that was trivial.,0.0
2036,guilt,"I had promised to do a task for someone that was close to me, and  
from the outset I knew it was important that I do it, but when it  
came to it, I let them down.",0.12222222222222222
2037,joy,Good news about a sick relative.,-0.004761904761904782
2038,fear,Walking in the dark by myself.,-0.15
2039,anger,"Getting terrible meals, but paying heaps for them.",-1.0
2040,sadness,When felt lonely about writing my family.,-0.09999999999999998
2041,disgust,Person talking about a situation while eating.,0.0
2042,shame,"Felt it after I spoke terribly (got mad at) the person who is the  
most important in my life.",-0.18125
2043,guilt,Not giving up something for Lent.,0.0
2044,joy,"When I received my TE Score and my acceptance from University -  
it had been a goal since I left the bank a year earlier.",0.0
2045,fear,Every time I see a spider or a snake.,0.0
2046,anger,"My younger brother and I had been fighting over the TV/Video. He  
kept on turning it on and off every 2 seconds and was not  
listening to my authority and was being cheeky. We fought and I  
ended up in tears - he'd won.",0.0
2047,sadness,The first time I left home.,0.125
2048,disgust,"On a camp - boys and girls in one cabin. One guy forced himself  
upon another girl and was having intercourse, while the girl in  
the bunk beneath was pretending to be asleep and not be ill.",-0.4
2049,shame,When my new jeans split while I was with the youth group.,0.13636363636363635
2050,guilt,"When I was 17, I told Mum I came in at midnight, when really it  
was 3.30.",0.2
2051,joy,"Can't remember specific event - besides just being moderately  
happy until a year or so ago.",0.4
2052,fear,Left alone in dark when young.,-0.016666666666666663
2053,anger,Can't remember exact example.,0.25
2054,sadness,Close relative is dying of cancer - found out last week.,0.0
2055,disgust,"Doctors ignored relative who complained about pain, and is now  
dying of cancer.",-0.15
2056,shame,"One of my best friends'fiancT broke off the relationship because  
his feelings for me were stronger than for her. I felt the same  
for him, but did not really encourage him to leave her or stay  
with her - still felt shame.",0.3
2057,sadness,After the fact that made me ashamed I felt sadness.,0.0
2058,disgust,"A person that eat half of a cockroach in a cake without knowing  
it.",-0.16666666666666666
2059,shame,"A situation where we were the center of attention, and things  
happened without my control on them, that showed our disagreement,  
and ignorance.",-0.1
2060,guilt,When I let a person assume a fault that I committed.,0.0
2061,joy,"When finally I found a place to live, I felt relieved, predicting  
changes in my life, and I became happy.",0.31212121212121213
2062,fear,When I dreamed that I was being attacked by a friend.,0.0
2063,anger,When I was left by the person I loved without any reason.,0.35
2064,sadness,To fight with a sister and to know that she doesn't care.,0.0
2065,disgust,To be kissed by soembody I didn't expect to.,0.0
2066,shame,"A day when I was getting out of the shower I covered only the  
front part of my body with a towel (I was 7 years old), and I  
didn't see that my cousin was in the room.",0.05
2067,guilt,"When I finished a love affair where I was responsible of the sad  
end.",0.06666666666666665
2068,joy,"I felt it when I received a letter telling that I had been  
classified in a national concourse of p... I felt happy and  
vanity about it.",0.8
2069,fear,"I felt fear when once I was asleep and dreamed that I was dying  
asfixiated by a cardiac attack, I was afraid and woke up  
desperate. Altough I wasn't afraid of death I was afraid.",-0.49000000000000005
2070,anger,"I feel it when I see that somebody is traying to made a stupid of  
me.",-0.7999999999999999
2071,sadness,"I felt it when I was at home and saw a discussion without sense  
between my parents.",0.0
2072,disgust,"When I see all the putridness of people. The fact is the catarrh  
and spits that whash the streets of S.Paulo.",0.0
2073,shame,"I felt it when I felt that I was being observed as an object of  
pleasure (sexual) when I opened and took off a shirt in a  
classroom at P.V.C.",0.5
2074,guilt,"I felt it when playing I pushed my brother and he fell down  
cutting himself in pieces of tile.",-0.37777777777777777
2075,joy,When I asked my girlfriend to marry me.,0.0
2076,fear,"When I almost drowned myself in the municipal swimming pool that  
I use to go almost not excaping.",-0.1
2077,anger,"I was with my girlfriend when some guys that I don't like made  
fuss at my girl.",0.0
2078,sadness,The death of my grandfather.,0.0
2079,disgust,"To go through the underground way at suburb station of LAPA. Poor  
people and the ambulants badly dressed up in a passage badly  
kept.",-0.6
2080,shame,"In a fight with my girlfriend in a luncheonette where everybody  
stared at me in such a way that I had to leave it.",0.0
2081,guilt,I pointed a failure of a friend of mine.,-0.3166666666666667
2082,joy,When I met a friend that I hadn't seen for some time.,0.0
2083,fear,When I got in jungle where there was a great number of snakes.,0.8
2084,anger,When an unknown person provoked me verbaly and physically.,-0.05
2085,sadness,When my team lost a championship.,0.0
2086,disgust,"A dirty person, smelling bad and unknown laying on me.",-0.4666666666666666
2087,shame,I confused a girl with another.,-0.4
2088,guilt,"Once when I complained I caused a great discussion between my  
parents.",0.25
2089,joy,"When I began to date a boy with whom I am till now. This was 16  
months ago.",0.0
2090,anger,I learned that my girlfriend had been unjustly missed from work.,0.0
2091,sadness,I got separated from the man I loved.,0.7
2092,disgust,"An acquaintance of mine revealed himself in a light unexpected to  
me.",0.25
2093,shame,"Once as a school girl I was copying at a class work and my  
teacher spotted me.",0.0
2094,guilt,"I was in a sanatorium. In front of me a boy fell down from his  
invalid's chair. I could help him but I didn't. I felt like being  
paralysed.",-0.15555555555555559
2095,joy,"When I took my entrance exams successfully and also when I got my  
school leaving certificate because the delivering ceremony was  
extremely official.",0.3125
2096,fear,"When I was to sit for my first entrance exam. I had fear of a  
possible failure.",-0.022222222222222237
2097,anger,"I was indignant at the unimpartiality shown by the referees at  
the football match between Bulgaria and France.",0.0
2098,sadness,When I got separated from the man I loved so much.,0.44999999999999996
2099,disgust,"When I was watching some scenes from the Bertoluchi's film  
""Twentieth Century"".",0.0
2100,shame,When I was a school girl and I copied at a class work.,0.0
2101,guilt,"When I have sometimes been unfair to my parents, when I have  
happened to deceive them over some trifling things.",-0.5
2102,joy,When I was admitted to the Sofia University.,0.0
2103,fear,When I come home late at night.,-0.3
2104,anger,"When I talk to silly, petty-minded and unmanageable people.",-0.5
2105,sadness,When my friend (girl) went abroad for two years.,0.0
2106,disgust,When I happen to witness some sadistic acts.,0.0
2107,shame,When I have a plain appearance.,-0.21428571428571427
2108,guilt,When someone is accused or punished instead of me.,0.0
2109,joy,I was admitted to the University and a niece was born to me.,0.0
2110,fear,I was bitten by a dog.,0.0
2111,anger,My grandfather's funeral.,0.0
2112,sadness,I was alone at home on New Year's Eve.,0.13636363636363635
2113,disgust,I was on a walk with my child when I met a drunk woman.,-0.5
2114,shame,I was unaware that I had walked the streets in torn trousers.,0.0
2115,guilt,"Once I worked as a designer. A fitter was hard hit in a damage  
that occurred at the building site I had designed.",-0.2916666666666667
2116,joy,My admittance to the University.,0.0
2117,fear,A grenade blew out next to me.,0.0
2118,anger,An unjust calumny concerning me.,0.0
2119,sadness,Unrealisation of the desired profession (aviator).,0.0
2120,disgust,Disgust with a subordinate.,0.0
2121,shame,I lied to a friend.,0.0
2122,guilt,Betraying someone's trust.,0.0
2123,guilt,Friend's fiancT left her for me.,0.0
2124,joy,Winning Queensland Chess Championship.,0.5
2125,fear,"When in a car accident where car was total wipe off (wipe out, or  
write off).",0.0
2126,anger,With self at losing an important game that I should have won.,0.0
2127,sadness,Death of grandfather (unexpected).,0.1
2128,disgust,"Someone smoking on Electric train (Electric trains are  
non-smoking) with alcohol smell coming from person.  ",0.0
2129,shame,When bathing at surf beach & lost togs.,0.0
2130,guilt,"Promising someone to do their job and then not being able to do  
it due to transport troubles.",0.19166666666666665
2131,joy,"Receiving a very personal letter from a lady that I like, which  
revealed that she was more enthusiastic about me than I had  
thought possible.",0.275
2132,fear,Introducing myself at a first tutorial this year at University.,0.25
2133,anger,"I was angry at a University tutorial when an ignorant loudmouth  
persisted in trying to dominate the conversation.",-0.5
2134,sadness,"I left my home in Melbourne to come to Q'land to study and before  
I hopped in the car I hugged my mother and shook hands with my  
father. Sensing immediately my father's sadness, I also had a  
flood of the same emotion.",0.0
2135,disgust,"When one of my parents verbally, personally abused the other.",-0.0625
2136,shame,"I felt something akin to shame after a heavy night of drinking,  
along with waking up with a woman I had just met whose husband  
was an epileptic. I was later to know that she knew my mother.",-0.1
2137,guilt,"I felt guilty about talking negatively, and agreeing with a  
person who was doing likewise, about a non-present third person.",-0.26666666666666666
2138,joy,Being in love for the first time.,0.375
2139,fear,"As a child - stepping on a rusty nail - being told that I might  
get tetanus.",0.0
2140,anger,"As a child - about 8 years old - walking across a paddock - being  
set upon by another boy who claimed it was ""his land"" - being  
intimidated by the boy - crying, being punched, etc.",-0.05
2141,sadness,As a child - having a dog - it getting a disease and dying.,0.0
2142,disgust,"Being in a Malaysian city with my girlfriend coming out of a  
picture theatre - seeing her rush up to a taxi that a very old  
sick man was trying to get to. Seeing her take over the taxi.",-0.29214285714285715
2143,shame,"As a child - being sent to the shop by mother - buying some  
chocolate - getting caught by mother.",0.0
2144,guilt,"As a child - accidentally stepping on a pet guinea-pig - it  
dying.",0.0
2145,joy,"When I achieved my first 6 at University after a long string of  
3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded  
pass).",0.1
2146,fear,"One night going downstairs, and hearing a strong stirring of  
brances, which was not the wind.",0.4333333333333333
2147,anger,"I was informed by my flatmate that, when we'd moved into our  
flat, she'd expected us to buy our food separetely - this event  
actually happened some 5 months after our sharing began. Prior to  
this, she had said nothing.",-0.03125
2148,sadness,"Having to decide on a termination of a pregnancy, after  
discussing it with friends, family and the man involved.",0.0
2149,disgust,"When a friend didn't invite her own parents to her Graduation  
ceremony.",0.6
2150,shame,"Saying something quite rude, but in jest, about a photograph of  
someone, but it didn't quite turn out that way.",-0.3
2151,guilt,"When I was about 14 years old, I ""borrowed"" a can of drink from  
the refrigerator, intending to replace it later that day. But it  
was found missing before I could do anything - no one owned up to  
its disappearance.",-0.03333333333333333
2152,joy,"When I was a child, my beloved cat gave birth to four beautiful  
little kittens. Before she had them, she came up to me and I  
followed her out, then witnessed them being born.",0.4541666666666666
2153,fear,"On embarking on University life. I came from a different city and  
did not know anybody at the Uni. I was frightened because my well  
known and loved friends, also all my security had been taken  
away.",0.35
2154,anger,"When my brothers were being cruel to my boyfriend, because his  
flat-mate bent back one of my brother's fingers. It wasn't his  
fault.",-0.5
2155,sadness,"Upon moving away from home for the first time to a different  
city, I felt no longer ""under the wing"" of my parents even though  
they would always be there to help me. I felt a sense of loss, I  
was now all alone in the world, responsible for my own actions.",0.2625
2156,disgust,"I was sitting at a rock concert, listening to an extremely loud  
band. A tiny baby in a crawler had been left by his young mother,  
right out in the sun next to a speaker, and was screaming -  
probably in pain.",0.08095238095238096
2157,shame,"Because I was lazy and unthoughtful I did not get into contact  
with a very close friend when she shifted from the Gold Coast to  
Brisbane, for a month, despite her efforts to contact me. I felt  
shamed when I finally confronted her again.",-0.016666666666666663
2158,guilt,"When I felt I had let my parents down, especially my mother, by  
having sexual intercourse for the first time, and a few times  
after that. Also, when I went on the Pill.",0.07888888888888888
2159,joy,"The weekend after I argued with my parents I went home again and  
they couldn't have been nicer. As soon as I walked in, Mum kissed  
me, then Dad, and thanked me for the birthday presents I'd left  
for him, including a very sentimental birthday card.",-0.1625
2160,fear,"Before Uni started, I had to leave home and take up residence in  
Brisbane (the ""big smoke"") leaving home, my family, and moving to  
such a big place was quite intimidating at first, and I was  
anxious about it.",0.0
2161,anger,"My flatmate was asking questions about my relationship with my  
boyfriend, whether I wasn't treating him as unfairly as I claimed  
he'd been treating me. As a result, I was angered, and became  
defensive.",-0.625
2162,sadness,"A very close friend from Victoria visited me over the holidays.  
Having enjoyed his company immensely over 10 short days, I was  
overwhelmed by sadness when he left to return to Victoria. 
",0.13999999999999999
2163,disgust,"One of my flatmates and I came back to the flat Monday morning,  
to find a real Mess, left by the guy we share with.",-0.071875
2164,shame,"First weekend back home after one week at Uni I scolded one of my  
sister's best friends for using our telephone. Very silly, but I  
was annoyed because she was there at a time when I needed to be  
with my family.",0.039999999999999994
2165,guilt,"When my Bictorian ""friend"" was staying at my house we ere going  
places together, and sleeping together. At the time I had a  
boyfriend locally. The first time I had to face him after  
sleeping with the guy from Melbourne I felt very guilty.",-0.13333333333333333
2166,joy,"Joy of giving birth, and of sharing that joy with my husband.  
Moments of complete happiness and feelings of so much love.",0.5800000000000001
2167,fear,"Attempted rape by 5 guys - held my arms behind my back and  
molested me, constantly threatening to beat me. Penetration did  
not occur as the driver of the car stopped that.",-0.13333333333333333
2168,anger,"Anger at doctors for their treatment of me after giving birth.  
They left part of placenta behind and I bled heavily for twelve  
weeks - due to this, I felt weak and emotional, and they said I  
needed psychiatric treatment and give me no support.",-0.2571428571428572
2169,sadness,"When my son was diagnosed as having CEREBRAL PALSY, at age 5. He  
would have to endure so much labelling, stigma and discrimination,  
even though his case was relatively mild.",0.26666666666666666
2170,disgust,"I have an adopted Aboriginal sister I felt disgust due to the  
racism she has been subjected to.",-0.125
2171,shame,I can't remember ever feeling shame.,0.0
2172,guilt,"When I decided my first marriage had ended, and left with the  
child. I felt overwhelmed by guilt as I was separating mother and  
child.",0.125
2173,joy,"Receiving notification that I had made a successful application  
to the Speech Therapy course at Uni, gave me a very good feelig  
of achievment and joy.",0.82
2174,fear,Not included on questionnaire.,0.0
2175,anger,"My ex-boyfriend began to date my best friend. After they had been  
seeing each other, I found out that he had been sleeping with  
another girl, without my friend knowing, I told my friend what he  
had been doing behind her back.",0.11875
2176,sadness,"My mother left my father for his best friend, and he moved to  
Papua New Guinea. Despite the fact that I am closer to my father  
than to anyone else in my family, I had to move in with my  
mother, and say good-bye to my father, not knowing when I would  
see him again.",0.37878787878787873
2177,disgust,"When I discovered my mother had been having an affair with my  
father's best friend, and then ran away with him without even  
speaking to me about what she was doing letting me come home from  
school simply to find her gone. I was filled with disgust and  
contempt.",0.4666666666666666
2178,shame,"I recently became sexually involved with my sister's lover. I  
care for him very much, but I am ashamed of the hurt I may cause  
her.",0.25333333333333335
2179,guilt,"I once stole a shirt from the Department Store in which I work. I  
have been promoted to work in a very privileged section of the  
store. Their belief in my integrity makes me feel even guiltier.",0.2
2180,joy,"Seeing a close friend who had just returned from twelve months  
overseas.",0.0
2181,fear,"Finding myself alone in a public toilet block with a man known to  
have had great psychological disturbances.",0.19166666666666668
2182,anger,"After seeing an ""uncertain"" child work on a model for several  
hours, I watched a ""bully"" of the same age destroy it, telling  
the child that it was worthless.",-0.25
2183,sadness,"Leaving home to move closer to University. As an oldest child,  
this experience was traumatic for both my parents and myself.",0.0
2184,disgust,"Viewing the results of senseless vandalism to a local primary  
school.",0.2
2185,shame,"I slept with a man purely because I found him physically  
attractive and was under the influence of alcohol.",0.5071428571428571
2186,guilt,"Inventing a fictitious series of events, as a result of which I  
ended up in a conflict with my two closest friends.",0.0
2187,joy,"When I finished my exams after 12th Grade, I was worried about  
getting a T.E. Score high enough for Physiotherapy. When I found  
that I had been accepted I was ecstatic, or more appropriately,  
could jump for joy.",0.392
2188,fear,"When going for my driver's licence for the third time, because  
everything, it seemed, hinged on getting it. I was really nervous,  
and the testing Officer made me a little afraid as well. There  
were lots of things to worry about. I passed however.",-0.14687499999999998
2189,anger,"When a so-called friend let me down, when she promised to tell me  
when a certain concert was occurring, and that she'd get me  
tickets. I was really looking forward to it. She did nothing,  
just told me out of the blue one day what a fantastic concert it  
was going to be.",0.13174603174603175
